,0,1,2,3,4,5,6,7,8,9,10,11
0,1416.6976000000002,0.0,0.0,0.0,0.0,0.0,-1416.6976000000002,0.0,0.0,0.0,0.0,0.0
1,0.0,36.08702344275826,0.0,0.0,0.0,4510.877930347395,0.0,-36.08702344278712,0.0,0.0,0.0,4510.877930348318
2,0.0,0.0,36.08702344275826,0.0,-4510.877930347395,0.0,0.0,0.0,-36.08702344278712,0.0,-4510.877930348318,0.0
3,0.0,0.0,0.0,127691.67701333335,0.0,0.0,0.0,0.0,0.0,-127691.67701333335,0.0,0.0
4,0.0,0.0,-4510.877930347533,0.0,752752.7546268392,0.0,0.0,0.0,4510.877930348215,0.0,374966.7279602008,0.0
5,0.0,4510.877930347533,0.0,0.0,0.0,752752.7546268392,0.0,-4510.877930348215,0.0,0.0,0.0,374966.7279602008
6,-1416.6976000000002,0.0,0.0,0.0,0.0,0.0,1416.6976000000002,0.0,0.0,0.0,0.0,0.0
7,0.0,-36.08702344278741,0.0,0.0,0.0,-4510.877930348264,0.0,36.08702344281195,0.0,0.0,0.0,-4510.877930348468
8,0.0,0.0,-36.08702344278741,0.0,4510.877930348264,0.0,0.0,0.0,36.08702344281195,0.0,4510.877930348468,0.0
9,0.0,0.0,0.0,-127691.67701333335,0.0,0.0,0.0,0.0,0.0,127691.67701333335,0.0,0.0
10,0.0,0.0,-4510.877930348395,0.0,374966.72796020284,0.0,0.0,0.0,4510.877930348641,0.0,752752.7546268725,0.0
11,0.0,4510.877930348395,0.0,0.0,0.0,374966.72796020284,0.0,-4510.877930348641,0.0,0.0,0.0,752752.7546268725
